st_gene_id	diffexp_log2fc_WT_48H-vs-MYC2_48H	diffexp_deseq2_pvalue_WT_48H-vs-MYC2_48H
TraesCS6D02G174800	-0.068188322	0.488482884
TraesCS2D02G393900	0.52243796	0.005546737
TraesCS4D02G282900	0.358637525	0.457870104
TraesCS5B02G069000	-0.207315329	0.151692434
TraesCS2D02G297900	-0.056975818	0.540620816
TraesCS2B02G367100	-0.24616953	0.129721133
TraesCS2A02G130700	-0.088223444	0.72740061
TraesCS2D02G331200	-0.173913879	0.577352927
TraesCS4B02G246900	-0.060518602	0.96914281
TraesCS1B02G374700	0.392029307	0.406088579
TraesCS2D02G182800	-0.090664582	0.680886852
TraesCS5A02G150700	-0.464943689	0.210866791
TraesCS1B02G222100	-0.772633084	0.675015636
TraesCS3D02G210300	-0.125093357	0.224988495
TraesCS5B02G454300	-0.000607852	0.995559895
TraesCS1D02G290500	0.08644974	0.589478884
TraesCS7A02G484200	0.147894762	0.387497015
TraesCS4B02G228100	1.359984801	0.204632662
TraesCS3A02G275500	0.105102832	0.682106191
TraesCS6B02G143500	-1.901832202	0.580698398
TraesCS1B02G456900	1.328322418	0.158267127
TraesCS6D02G256600	NA	NA
TraesCS2A02G559500	-0.061519262	0.693137949
TraesCS5B02G463700	0.023793946	0.833876692
TraesCS4A02G066600	2.391687537	0.383588696
TraesCS4A02G092100	0.066283236	0.902073703
TraesCS4A02G046200	0.021223167	0.889501853
TraesCS4A02G026700	0.950952422	0.545037386
TraesCS3B02G132100	NA	NA
TraesCS4A02G479900	-1.017829122	0.803021211
TraesCS2B02G616300	-0.733910355	6.58E-08
TraesCS3A02G520300	-1.636122614	0.252250274
TraesCS5A02G386400	0.355907778	0.119016433
TraesCS2B02G613900	0.450244319	0.115787149
TraesCS4B02G049700	0.000940485	0.992429779
TraesCS3D02G326700	0.1392945	0.08158319
TraesCS4A02G295300	0.185052968	0.815888404
TraesCS6D02G324200	0.276633877	0.145791029
TraesCS6D02G272200	0.477214982	0.602441952
TraesCS3A02G382200	-0.080457951	0.696517679
TraesCS3B02G250300	NA	NA
TraesCS3B02G004100	4.162170279	0.004864773
TraesCS5D02G046500	0.90572423	0.824340734
TraesCS1A02G317311	NA	NA
TraesCS4B02G313600	NA	NA
TraesCS1A02G173400	0.015109341	0.881163315
TraesCS1D02G202100	-0.153916134	0.167994179
TraesCS3D02G544700	-1.406513338	4.52E-05
TraesCS2B02G446235	0.160225766	0.416703465
TraesCS7D02G345800	-0.108618027	0.743981525
TraesCS5D02G001500	-0.045809149	0.738100665
TraesCS7B02G223400	0.034409771	0.757294878
TraesCS1D02G131700	-0.060744016	0.752263123
TraesCS6B02G398200	0.742325841	2.24E-05
TraesCS5D02G299800	-0.056044233	0.98613567
TraesCS7A02G358200	0.604260006	0.485625352
TraesCS3A02G241600	0.029240672	0.820453167
TraesCS7A02G329000	0.228182357	0.117208953
TraesCS6A02G350600	-1.550642574	0.511937567
TraesCS6A02G206300	-0.085741524	0.583269343
TraesCS3A02G381500	0.185281902	0.758116126
TraesCS1D02G065300	-0.05604432	0.986220765
TraesCS1B02G041400	0.379817127	0.008470274
TraesCS5A02G444200	-0.123217804	0.39848391
TraesCS3D02G069600	-1.438583479	0.012030356
TraesCS3D02G495100	-0.320746365	0.007133928
TraesCS6D02G033000	0.833078539	4.81E-18
TraesCS7A02G146100	-1.370058844	0.439744909
TraesCS7B02G365200	-0.957066491	0.716669863
TraesCS1A02G335700	0.444767447	0.00677759
TraesCS5D02G490200	-1.901832202	0.580698398
TraesCS7D02G438200	-1.922191114	0.543041009
TraesCS3A02G229700	0.601304372	0.108408929
TraesCS7D02G100500	-0.057975109	0.700649034
TraesCS2A02G139900	-1.049210203	0.575623045
TraesCS3D02G377200	-0.089510957	0.452864576
TraesCS7D02G206500	0.133375324	0.152006074
TraesCS7A02G450100	0.994209299	2.09E-13
TraesCS2D02G316800	0.341207662	0.15155533
TraesCS7B02G368500	0.17436962	0.760596244
TraesCS7A02G251200	NA	NA
TraesCSU02G025900	-2.481240492	0.400093121
TraesCS3D02G204700	0.115791255	0.75942008
TraesCS6D02G052000	0.094831681	0.528170976
TraesCS5A02G485000	1.527594443	0.378011093
TraesCS5B02G528200	0.067274833	0.623047697
TraesCS3A02G367000	-0.18599174	0.008338447
TraesCS3D02G281000	NA	NA
TraesCS6B02G429300	-1.919632497	0.543902086
TraesCS1B02G389900	NA	NA
TraesCS6A02G040900	1.807274337	0.573117674
TraesCS3B02G563600	-0.221771269	0.219028281
TraesCS2A02G049500	-1.017829122	0.803021211
TraesCS3A02G271200	-2.275215508	0.271444962
TraesCS2B02G576600	0.54681842	0.085018462
TraesCS7B02G420100	-0.056044313	0.98621341
TraesCS5D02G070400	0.437550738	0.492884442
TraesCS2D02G234700	-0.028804582	0.825043313
TraesCS5A02G145000	0.127317334	0.704522899
TraesCS5B02G369900	-0.175292278	0.148989471
TraesCS3D02G353400	0.317695139	0.455613331
TraesCS1D02G415000	-1.017829122	0.803021211
TraesCS2D02G149500	-0.596337299	0.361305933
TraesCS1B02G171194	1.137746476	0.258004828
TraesCS3A02G084800	0.111564977	0.441179261
TraesCS1D02G315300	NA	NA
TraesCS1D02G149200	0.952974353	0.543961711
TraesCS5B02G038900	0.843387266	0.763609369
TraesCS7A02G326800	-0.043432684	0.74390372
TraesCS1B02G367500	-0.827440246	0.116332152
TraesCS7A02G299200	-0.023562339	0.87111383
TraesCS1B02G479800	-0.090993178	0.448146955
TraesCS3A02G340100	-0.17651208	0.853767584
TraesCS5A02G491600	0.90572423	0.824340734
TraesCS2D02G159700	0.90572423	0.824340734
TraesCS7B02G187900	-0.183280665	0.159990951
TraesCS1B02G444200	-0.056044324	0.986224416
TraesCS3A02G207000	-0.120319935	0.136334222
TraesCS6B02G176900	-0.291855875	0.240384148
TraesCS6B02G252300	-0.181426902	0.712431458
TraesCS6A02G348700	0.90572423	0.824340734
TraesCS6A02G367100	-0.056372934	0.544964364
TraesCS2A02G160100	-0.120608386	0.235808859
TraesCS5B02G017100	0.259494931	0.632074062
TraesCS6D02G087000	NA	NA
TraesCS2B02G467400	0.009601264	0.940537099
TraesCS7B02G076700	-0.328576149	0.000667959
TraesCS6A02G252000	0.612550983	0.395062213
TraesCS6A02G162900	-0.02397854	0.837850623
TraesCS1B02G258500	-0.380625341	0.204760411
TraesCS6D02G172000	-0.152772678	0.809085888
TraesCS2D02G405600	-0.016111039	0.85431291
TraesCS5D02G373800	0.088863155	0.579475934
TraesCSU02G267600	-0.057742599	0.953499337
TraesCS1D02G308900	0.525095	0.793488507
TraesCS1B02G222400	-0.395277137	0.040432849
TraesCS5A02G042200	2.167496655	0.298211919
TraesCS3B02G455600	-1.782673452	0.204838194
TraesCS3B02G073900	NA	NA
TraesCS2B02G163100	0.57710646	0.517335652
TraesCS6D02G036400	0.436653955	0.246700928
TraesCS1A02G005600	-0.009153243	0.946987157
TraesCS6D02G133500	0.052831025	0.852388714
TraesCS2B02G005100	0.037951758	0.796128905
TraesCS4A02G190500	0.036760534	0.781391893
TraesCS5B02G446200	0.429413578	0.046336701
TraesCS3A02G289600	0.074017858	0.451989884
TraesCS3A02G377300	0.171468793	0.1107181
TraesCS2B02G227500	0.229620006	0.068640395
TraesCS3A02G447600	-0.247787731	0.03485316
TraesCS5A02G242900	-0.002841361	0.988460766
TraesCS6B02G241800	-0.047757397	0.638167551
TraesCS6A02G195000	-0.086960415	0.363239764
TraesCS6B02G088700	-1.017829122	0.803021211
TraesCS5D02G288000	-0.042611676	0.711952125
TraesCS6B02G037000	-0.070417111	0.669926775
TraesCSU02G192700	1.825403008	0.173316464
TraesCS1B02G070700	1.833730093	0.409392891
TraesCS5A02G110100	0.210630492	0.649689977
TraesCS4B02G017300	-1.211093877	0.165167571
TraesCS7D02G155900	2.749264973	0.050248906
TraesCS3A02G099200	-0.338409485	0.151700912
TraesCS2D02G132900	-0.063383345	0.314715006
TraesCS6A02G219000	0.063868396	0.513309825
TraesCS1A02G110800	-0.03947134	0.792144132
TraesCS2B02G278500	0.019965552	0.854717506
TraesCS7D02G253400	0.90572423	0.824340734
TraesCS4A02G230000	0.041444627	0.681585786
TraesCS2B02G338600	-0.059266049	0.952059537
TraesCS7A02G233300	0.90572423	0.824340734
TraesCS7D02G318000	0.163553589	0.339350443
TraesCS3D02G530400	0.17354773	0.132734312
TraesCS7D02G307300	0.077439096	0.522584665
TraesCS2B02G516300	0.793319536	0.069273867
TraesCS1A02G420600	1.7997771	0.57561517
TraesCS2B02G574500	1.358031452	0.000170498
TraesCS3A02G129400	NA	NA
TraesCS5D02G266600	0.08976783	0.769908768
TraesCS3B02G007400	0.300009739	0.647661686
TraesCS5A02G218200	0.961219109	7.10E-06
TraesCS1D02G330700	-0.059074138	0.839236484
TraesCS2A02G352300	-0.069570269	0.663943281
TraesCS2B02G559600	0.19192396	0.314850545
TraesCS3B02G469600	0.297174647	0.163700798
TraesCS5D02G399100	-0.345448937	4.96E-08
TraesCS4A02G307100	0.037084403	0.901733545
TraesCS3B02G298200	-0.49206271	0.463728339
TraesCS2A02G558700	-0.056044233	0.98613567
TraesCS6B02G146700	0.083741037	0.561516713
TraesCS3A02G321000	0.042131255	0.768435452
TraesCS6B02G387700	NA	NA
TraesCS4A02G014000	-0.103954485	0.508974433
TraesCS2A02G462300	-0.635181568	0.004558622
TraesCS2A02G208800	0.950071187	0.626994742
TraesCS6A02G322600	-0.559611468	0.505033455
TraesCS5A02G512300	1.30971529	0.174293724
TraesCS6A02G192900	0.110768697	0.548225416
TraesCS2B02G561100	2.258900986	0.071860704
TraesCS5D02G559100	-0.347108343	0.090001524
TraesCS4A02G351900	-0.052140512	0.611555337
TraesCS5D02G282800	-0.131878701	0.866100881
TraesCS5B02G243900	NA	NA
TraesCS4B02G209200	-0.06947324	0.57298407
TraesCS6A02G119700	0.040684882	0.564689511
TraesCS5B02G368600	-0.145326446	0.257240821
TraesCS3A02G155200	-0.162580754	0.072876568
TraesCS4B02G193300	-0.298690487	0.274947462
TraesCS2B02G546300	-0.340322614	0.687393029
TraesCS2A02G395700	0.204401237	0.852818383
TraesCS2A02G372400	0.121883345	0.140104232
TraesCS1A02G412500	NA	NA
TraesCS2B02G219900	0.363404933	0.77630274
TraesCS5D02G371000	NA	NA
TraesCS6A02G041000	-0.043185079	0.663054373
TraesCS3B02G176200	NA	NA
TraesCS2B02G219500	0.688541751	0.687547445
TraesCS5D02G098500	0.575037376	0.12209094
TraesCS5D02G334000	0.336578494	0.004446822
TraesCS3B02G366600	-1.004428805	0.158949742
TraesCS5A02G084400	0.627293025	0.510543544
TraesCS1A02G084500	-0.041027793	0.808238696
TraesCS1B02G269800	0.133478283	0.26969029
TraesCS1D02G436300	-0.141076476	0.569739215
TraesCS5A02G510500	0.014997535	0.917654534
TraesCS7B02G270600	-0.078950418	0.241412184
TraesCS1D02G249100	-0.022781809	0.756070403
TraesCS2A02G535700	0.90572423	0.824340734
TraesCS6D02G234000	0.212469784	0.48430513
TraesCS4B02G043100	-0.083967463	0.320013198
TraesCS1A02G107400	0.707637373	0.42172792
TraesCS7B02G199600	-0.571833229	0.176498345
TraesCS7B02G182400	-0.000481902	0.996728947
TraesCS3B02G237600	0.049817122	0.830855408
TraesCS4A02G102600	0.729083114	0.495448507
TraesCS5D02G256900	0.025136495	0.868525999
TraesCS6A02G101100	NA	NA
TraesCS5A02G159900	0.227577276	0.410999495
TraesCS6A02G083300	1.54084008	0.383670055
TraesCS1A02G058200	0.209026759	0.653621611
TraesCS6A02G033900	-0.249814646	0.711046769
TraesCS1A02G321000	0.245599939	0.640614732
TraesCSU02G148600	-0.977788894	0.725511399
TraesCS2D02G003600	-0.671054298	0.363340049
TraesCS5D02G006000	-0.07330488	0.486492756
TraesCS6D02G273400	0.223777864	0.738916823
TraesCS4A02G182400	-0.078538887	0.734193855
TraesCS5A02G531600	NA	NA
TraesCS4B02G367700	-0.323550382	0.024778533
TraesCS4B02G023200	1.142539474	0.123158056
TraesCS1A02G124200	0.38529253	0.026498771
TraesCS7B02G159500	0.131747632	0.225559906
TraesCS7B02G079800	NA	NA
TraesCS4D02G301500	-0.198795051	0.097845738
TraesCS3A02G229400	-0.051967038	0.565850959
TraesCS1B02G005100	0.215114914	0.072435458
TraesCS4A02G347000	0.364910562	0.28252358
TraesCS6B02G293100	0.15790407	0.299983082
TraesCS1B02G325700	-0.656040988	0.752577624
TraesCS7B02G133200	-0.022541721	0.852671828
TraesCS5B02G181200	-0.102733304	0.473948494
TraesCS4B02G219500	-0.306391286	0.774064401
TraesCS5D02G276200	0.114043846	0.461944468
TraesCS4B02G196500	-0.135568599	0.580197013
TraesCS1D02G002400	-0.00534429	0.982954718
TraesCS2A02G328000	0.020303756	0.913211295
TraesCS6B02G310800	-0.376354005	0.40575918
TraesCS2B02G257900	NA	NA
TraesCS6B02G318100	-0.303451701	0.84089631
TraesCS6D02G369200	-0.19519777	0.484901119
TraesCS3B02G124100	-0.038530228	0.794711565
TraesCS5B02G435200	-2.269755302	0.254332319
TraesCS2D02G121900	-1.919632497	0.543902086
TraesCS7D02G475300	0.042629309	0.549093549
TraesCS1B02G257100	-0.000491495	0.996567526
TraesCS6B02G445800	1.278098069	0.488228722
TraesCS6B02G024400	-0.704256898	0.356544393
TraesCS2A02G229300	-0.249641994	0.409119973
TraesCS3B02G430400	-0.25089127	0.175073959
TraesCS3A02G088900	-0.010051975	0.952475464
TraesCSU02G081900	-0.119671371	0.105837194
TraesCS7B02G321500	-0.31302033	0.014000461
TraesCS1B02G207500	-0.386240715	0.227956321
TraesCS7B02G020300	0.239109116	0.376813346
TraesCS6A02G073500	0.907460713	0.037793099
TraesCS4A02G420800	0.27306048	0.084166704
TraesCS3A02G092700	0.90572423	0.824340734
TraesCS4A02G056600	NA	NA
TraesCS2D02G272100	-0.07885243	0.471372518
TraesCS6A02G161600	-0.019821587	0.791865959
TraesCS4A02G403900	-1.017829122	0.803021211
TraesCS4D02G007900	-0.1268112	0.475115036
TraesCS5B02G247300	0.478085192	0.612097543
TraesCS6D02G220200	-0.271388416	0.499713102
TraesCS3B02G470100	-2.37780807	0.114702045
TraesCS7B02G154800	0.193230422	0.726053341
TraesCS7A02G534400	-0.145408087	0.224576971
TraesCS3D02G333600	-1.017829122	0.803021211
TraesCS5D02G027300	1.807274337	0.573117674
TraesCS5D02G226400	0.622511775	2.38E-05
TraesCS3D02G332700	-0.207749487	0.025306326
TraesCS2D02G350300	0.042853845	0.701646281
TraesCS1D02G224100	-0.055654256	0.976828354
TraesCS2D02G427200	NA	NA
TraesCS3A02G086000	-0.033973743	0.873074137
TraesCS5A02G082300	0.059433462	0.588023982
TraesCS4A02G197400	-0.180120736	0.789886123
TraesCS5B02G425600	-0.101186552	0.592787707
TraesCS2A02G013900	-0.012994427	0.980469441
TraesCS3B02G509400	NA	NA
TraesCS1B02G140500	NA	NA
TraesCS3D02G433000	-0.172551357	0.233952851
TraesCS2B02G573100	-0.164614493	0.277550488
TraesCS2B02G150900	0.308159488	0.276641298
TraesCS3D02G399500	0.389837007	0.022245015
TraesCS2D02G130300	-0.697705679	0.344402476
TraesCS5A02G105200	0.171640459	0.896142955
TraesCS2B02G292000	0.110667896	0.15822227
TraesCS1A02G291200	-0.343748211	0.079363572
TraesCS2A02G069000	1.00090726	0.013543507
TraesCS6B02G365300	0.209429084	0.093971417
TraesCS4B02G124900	-0.323715413	0.817863826
TraesCSU02G126100	-0.959300577	0.715567711
TraesCS5D02G207400	0.063532051	0.94712593
TraesCS2A02G167100	NA	NA
TraesCS5D02G045800	0.08715963	0.559064643
TraesCS3A02G357400	0.639216201	0.522084672
TraesCS3D02G363900	-0.022621087	0.965285822
TraesCS1D02G149400	0.099300006	0.202149151
TraesCS5A02G339300	-0.362510817	0.198566632
TraesCS7B02G467500	-0.169171662	0.619759122
TraesCS1A02G401000	NA	NA
TraesCS1D02G078200	-1.017829122	0.803021211
TraesCS6D02G091300	0.113199515	0.105350843
TraesCS5B02G088800	-0.65386894	0.544799842
TraesCS3A02G416700	-0.502560262	0.590391164
TraesCS6D02G146100	-0.125828358	0.305942393
TraesCS4A02G050000	0.391521457	0.098779501
TraesCS2A02G152300	-1.381081473	0.435931548
TraesCS4A02G061600	0.90572423	0.824340734
TraesCS3D02G218800	-2.920720568	0.203515672
TraesCS2D02G337900	-0.067509104	0.759544911
TraesCS4A02G472500	-0.216977853	0.010974621
TraesCS1D02G007700	-1.232250441	0.366458779
TraesCS6D02G299500	-0.10303109	0.421531081
TraesCS7D02G028000	-0.85719346	0.001626684
TraesCS5D02G339000	0.791714286	0.154426185
TraesCS4A02G233600	-0.411105994	4.06E-06
TraesCS5B02G162400	-0.07442697	0.536927397
TraesCS1B02G010300	0.947017636	0.570545272
TraesCS3B02G513200	1.805640527	0.603498034
TraesCS3B02G439600	-0.00661297	0.932241536
TraesCS5A02G472500	0.214292735	0.656552164
TraesCS6D02G293500	-0.103201299	0.625929234
TraesCS6D02G117400	1.335393658	0.018697222
TraesCS6B02G265300	0.030960465	0.934444897
TraesCS1B02G080600	-0.054805379	0.981701066
TraesCS7A02G151700	-0.012920303	0.960015787
TraesCS2B02G172400	-0.260547968	0.426212777
TraesCS5D02G395300	-0.094612106	0.523360127
TraesCS5D02G383200	0.094186449	0.862566174
TraesCS2B02G216300	0.340499868	0.017689735
TraesCS6B02G145700	0.935167717	2.96E-08
TraesCS1D02G420600	0.052000875	0.508111298
TraesCS5B02G458100	0.010210596	0.966499041
TraesCS6B02G389100	0.994516182	0.001208978
TraesCS2D02G468000	-0.644462547	0.478245614
TraesCS3B02G269400	-0.163348	0.756647468
TraesCS5B02G371500	-1.017829122	0.803021211
TraesCS7A02G457200	-0.71676517	0.401898214
TraesCS2D02G267500	-0.291630493	0.422908907
TraesCS7B02G459700	-1.044622601	0.511194198
TraesCS6B02G033000	0.373223008	0.836950469
TraesCS2A02G464200	-0.056044233	0.98613567
TraesCS1B02G446400	0.445400625	0.454483205
TraesCS2B02G458100	-0.269255473	0.000243974
TraesCS3B02G474100	0.057503998	0.783341685
TraesCS6A02G267800	0.552011062	0.530982519
TraesCS3A02G287300	-0.531414094	0.702607151
TraesCS2B02G089400	0.536451875	0.625048926
TraesCS6D02G383400	1.809345921	0.602321014
TraesCS4B02G197600	0.224741376	0.036883447
TraesCS4D02G270600	0.208282791	0.120408115
TraesCS1B02G391400	0.005025835	0.944756616
TraesCS1D02G084400	-0.320823165	0.812327605
TraesCS5B02G245600	-0.69237207	0.298206889
TraesCS5D02G262300	-0.063872714	0.97763342
TraesCS1B02G046200	-0.119408136	0.201855646
TraesCS5B02G200500	0.173221457	0.300949405
TraesCS4B02G218000	0.838240078	0.751882127
TraesCS1A02G185900	0.030581856	0.791479986
TraesCS5B02G335700	-0.003739781	0.974387004
TraesCS7A02G007600	1.091990481	0.124641493
TraesCS4A02G007100	0.132698956	0.254065634
TraesCS3B02G188700	NA	NA
TraesCS3B02G468400	-0.17653309	0.640819116
TraesCS5D02G259800	0.323651253	0.731277203
TraesCS5D02G411300	-0.475387687	0.147705126
TraesCS5D02G235900	0.0721842	0.695805089
TraesCS2B02G400000	0.609055606	2.84E-05
TraesCS2B02G478300	-0.106368303	0.415278156
TraesCS2B02G530000	0.175488792	0.085722917
TraesCS1A02G362100	-0.256766304	0.282571476
TraesCS3A02G122900	0.080659087	0.359073472
TraesCS5A02G349600	0.10644322	0.829011972
TraesCS7D02G216500	-0.110634313	0.470306178
TraesCS3A02G380900	-0.018603075	0.903732067
TraesCS6D02G103400	-0.680209638	0.007981597
TraesCS6D02G181600	0.274987096	0.857505735
TraesCS2A02G029200	NA	NA
TraesCS2A02G333000	0.816586135	0.000198519
TraesCS1B02G236300	0.355408967	0.69142145
TraesCS5A02G540400	-0.308600104	0.332920438
TraesCS5A02G272200	-0.26882142	0.403758315
TraesCS1B02G339500	-0.391331424	0.003049613
TraesCS6B02G077200	0.171509159	0.745616695
TraesCS6A02G245500	0.316215058	0.014543901
TraesCS6B02G140000	0.053129508	0.867797399
TraesCS3A02G306300	0.190772908	0.687896559
TraesCS7A02G219200	0.059243718	0.725692068
TraesCS7A02G216000	0.614078835	0.00579849
TraesCS7A02G454100	0.112358058	0.237846209
TraesCS4A02G368500	-0.977788894	0.725511399
TraesCS7B02G073200	0.160450362	0.299581012
TraesCS2D02G393700	-0.036203813	0.80917507
TraesCS7A02G293600	-0.127609945	0.04007063
TraesCS2D02G456900	0.611825603	0.216526486
TraesCS5B02G100500	-0.39203772	0.216616142
TraesCS6D02G089600	0.942491663	0.014638284
TraesCS5D02G491600	NA	NA
TraesCS5D02G266400	-0.146132675	0.423498751
TraesCS5D02G130600	-0.10844725	0.587621995
TraesCS1A02G354800	-1.89642402	0.582490248
TraesCS2D02G500600	-0.257450135	0.004237602
TraesCS7D02G125000	0.424013411	0.312714969
TraesCS7B02G145300	0.20595693	0.441182364
TraesCS3A02G111700	0.056822997	0.852105931
TraesCS7D02G061300	-0.33649277	0.157410608
TraesCS7B02G315100	0.038193589	0.820686755
TraesCS6D02G293800	-0.138661831	0.545255781
TraesCS6D02G180200	0.082704577	0.486458242
TraesCS5B02G159000	-0.043597618	0.72092242
TraesCS2A02G561500	-0.780394233	0.647634395
TraesCS7D02G269400	-0.361414829	0.028061908
TraesCS4A02G069300	NA	NA
TraesCS7B02G036800	-0.161791123	0.171271494
TraesCS6D02G174600	0.187748141	0.418988233
TraesCS3A02G013000	0.418068566	0.037726959
TraesCS2B02G476300	0.90572423	0.824340734
TraesCS2D02G127500	-0.094755783	0.79988582
TraesCS2B02G363600	0.90572423	0.824340734
TraesCS1A02G108800	-0.52553684	0.172002577
TraesCS5D02G378700	NA	NA
TraesCS1D02G272700	0.004840138	0.975462888
TraesCS5D02G164700	0.138249553	0.339153856
TraesCS5B02G236900	NA	NA
TraesCS1D02G433100	NA	NA
TraesCS5D02G165900	0.796674524	0.518014081
TraesCS2A02G215000	-0.181044454	0.006153103
TraesCS1A02G314100	-0.134201644	0.806727069
TraesCS5D02G061600	0.19269071	0.72250304
TraesCS2A02G311200	0.345277172	4.10E-05
TraesCS7B02G382000	-0.370310892	0.01097199
TraesCS7B02G125500	-0.393474054	0.000394673
TraesCS3D02G189000	-0.056044313	0.98621341
TraesCS7D02G428200	0.299108456	0.610151161
TraesCS7B02G334600	0.175871195	0.641770915
TraesCSU02G102000	1.79916599	0.005236811
TraesCS1B02G369100	-0.146082523	0.619904722
TraesCS1B02G008400	-0.331763696	0.704962532
TraesCS7A02G339500	0.609477127	0.251688892
TraesCS1B02G192400	0.74769188	0.583762529
TraesCS6D02G293400	-0.108746739	0.164026866
TraesCS2B02G533100	0.042483994	0.931524064
TraesCS3D02G138100	NA	NA
TraesCS5D02G126100	0.391339198	1.14E-05
TraesCS4A02G431400	0.887315434	1.72E-05
TraesCS3D02G087700	-0.056184689	0.90180646
TraesCS2A02G486400	-0.724649092	0.191916361
TraesCS2B02G408800	0.113433002	0.793770484
TraesCS3B02G225000	0.105326934	0.30766857
TraesCS1D02G338800	0.131862423	0.704863365
TraesCS3B02G085500	0.90572423	0.824340734
TraesCS3B02G451500	-0.02504135	0.879628587
TraesCS3B02G384800	0.979807372	0.038277006
TraesCS3B02G388700	-0.098651903	0.776846274
TraesCS3B02G284300	-0.153774105	0.26417564
TraesCS6B02G170300	0.250550956	0.210475449
TraesCS1D02G024400	-0.134785768	0.076897977
TraesCS6A02G319200	-0.082171899	0.520901058
TraesCS2D02G433800	-0.212422039	0.305695435
TraesCS4B02G346900	0.78481709	6.07E-07
TraesCS5A02G483300	0.125708256	0.10788832
TraesCS7A02G186400	0.219937061	0.406700048
TraesCS6D02G187900	0.116699923	0.394941806
TraesCS5B02G400100	-0.221433799	0.142235501
TraesCS4D02G072800	NA	NA
